conference;""year"";""program chair"";""affiliation""",,,,
"SDM;""2007"";""Bing Liu"";""University of Illinois at Chicago""",,,,
"SDM;""2008"";""Mohammed J. Zaki"";""Rensselaer Polytechnic Institute""",,,,
"SDM;""2008"";""Ke Wang"";""Simon Fraser University""",,,,
"SDM;""2009"";""Huan Liu"";""Arizona State University""",,,,
"SDM;""2009"";""Zoran Obradovic"";""Temple University""",,,,
"SDM;""2010"";""Bart Goethals"";""University of Antwerp""",,,,
"SDM;""2010"";""Jian Pei"";""Simon Fraser University""",,,,
"SDM;""2011"";""Chris Clifton"";""Purdue University"," USA""",,,
"SDM;""2011"";""Takashi Washio"";""Osaka University"," Japan""",,,
"SDM;""2012"";""Ian Davidson"";""University of California - Davis"," USA""",,,
"SDM;""2012"";""Carlotta Domeniconi"";""George Mason University"," USA""",,,
"SDM;""2013"";""Jennifer Dy"";""Northeastern University"," USA""",,,
"SDM;""2013"";""Zhi-Hua Zhou"";""Nanjing University"," China""",,,
"SDM;""2014"";""Pang-Ning Tan"";""Michigan State University"," USA""",,,
"SDM;""2014"";""Arindam Banerjee"";""University of Minnesota"," USA""",,,
"SDM;""2015"";""Suresh Venkatasubramanian"";""University of Utah"," USA""",,,
"SDM;""2015"";""Jieping Ye"";""Arizona State University"," USA""",,,
"SDM;""2016"";""Sanjay Chawla"";""Qatar Computing Research Institute", Qatar and University of Sydney," Australia""",,
"SDM;""2016"";""Wagner Meira"";""Universidade Federal de Minas Gerais"," Brazil""",,,
"SDM;""2017"";""Nitesh Chawla"";""University of Notre Dame"," USA""",,,
"SDM;""2017"";""Wei Wang"";""University of California", Los Angeles," USA""",,
"SDM;""2018"";""Martin Ester"";""Simon Fraser University"," Canada""",,,
"SDM;""2018"";""Dino Pedreschi"";""University of Pisa"," Italy""",,,
"SIGIR;""1971"";""Samuel Rosenfeld"";""NASA", OART, Washington," D.C.""",
"SIGIR;""1978"";""James Iverson"";",,,,
"SIGIR;""1978"";""P. Bruce Berra"";",,,,
"SIGIR;""1978"";""Robert Dattola"";",,,,
"SIGIR;""1979"";""Christine L. Borgman"";""Information Systems Design""",,,,
"SIGIR;""1980"";""Robert Oddy"";",,,,
"SIGIR;""1980"";""Stephen Robertson"";",,,,
"SIGIR;""1980"";""Keith van Rijsbergen"";",,,,
"SIGIR;""1980"";""P.W. Williams"";",,,,
"SIGIR;""1981"";""Jessie Herr"";""Research Libraries Group""",,,,
"SIGIR;""1982"";""Gerard Salton"";",,,,
"SIGIR;""1982"";""Hans-Jochen Schneider"";",,,,
"SIGIR;""1983"";""Matthew Koll"";""George Mason University", Fairfax," VA""",,
"SIGIR;""1984"";""Keith van Rijsbergen"";",,,,
"SIGIR;""1985"";""Vijay V. Raghavan 0001"";",,,,
"SIGIR;""1986"";""Fausto Rabitti"";",,,,
"SIGIR;""1987"";""Clement Yu"";",,,,
"SIGIR;""1987"";""Keith van Rijsbergen"";",,,,
"SIGIR;""1988"";""Yves Chiaramella"";",,,,
"SIGIR;""1988"";""Gerard Salton"";",,,,
"SIGIR;""1989"";""Nick Belkin"";",,,,
"SIGIR;""1989"";""Keith van Rijsbergen"";",,,,
"SIGIR;""1990"";""Leo Egghe"";",,,,
"SIGIR;""1990"";""Gerard Salton"";",,,,
"SIGIR;""1991"";""Yves Chiaramella"";",,,,
"SIGIR;""1991"";""Gerard Salton"";",,,,
"SIGIR;""1991"";""Vijay V. Raghavan 0001"";",,,,
"SIGIR;""1992"";""Nick Belkin"";",,,,
"SIGIR;""1992"";""Annelise Mark Pejtersen"";",,,,
"SIGIR;""1993"";""Robert Korfhage"";",,,,
"SIGIR;""1993"";""Peter Willett"";",,,,
"SIGIR;""1994"";""W.Bruce Croft"";",,,,
"SIGIR;""1994"";""Keith van Rijsbergen"";",,,,
"SIGIR;""1995"";""Edward A. Fox"";""Virginia Tech", Blacksburg," VA""",,
"SIGIR;""1995"";""Peter Ingwersen"";""Royal School of Librarianship"," Denmark""",,,
"SIGIR;""1996"";""Peter Schauble"";""Informationssysteme"," ETH Zentrum""",,,
"SIGIR;""1996"";""Donna Harman"";""National Institute of Standards and Technology""",,,,
"SIGIR;""1996"";""Ross Wilkinson"";""RMIT""",,,,
"SIGIR;""1997"";""Nicholas Beklin"";""Rutgers University""",,,,
"SIGIR;""1997"";""Peter Willett"";""University of Sheffield""",,,,
"SIGIR;""1997"";""Arcot Desai Narasimhalu"";""National University of Singapore""",,,,
"SIGIR;""1998"";""Ross Wilkinson"";""RMIT""",,,,
"SIGIR;""1998"";""W. Bruce Croft"";""Univ. of Massachusetts""",,,,
"SIGIR;""1998"";""Keith van Rijsbergen"";""Univ. of Glasgow", Scotland," UK""",,
"SIGIR;""1999"";""Marti Hearst"";""Univ. of California"," Berkeley""",,,
"SIGIR;""1999"";""Richard Tong"";""Tarragon Consulting Corp.""",,,,
"SIGIR;""2000"";""Nicholas J. Belkin"";""Rutgers Univ.""",,,,
"SIGIR;""2000"";""Mun-Kew Leong"";""Kent Ridge Digital Labs""",,,,
"SIGIR;""2000"";""Peter Ingwersen"";""Royal School of Library and Information Science""",,,,
"SIGIR;""2001"";""W. Bruce Croft"";""University of Massachusetts""",,,,
"SIGIR;""2001"";""David J. Harper"";""The Robert Gordon University""",,,,
"SIGIR;""2001"";""Justin Zobel"";""RMIT University""",,,,
"SIGIR;""2002"";""Micheline Beaulieu"";""University of Sheffield""",,,,
"SIGIR;""2002"";""Ricardo Baeza-Yates"";""University of Chile""",,,,
"SIGIR;""2002"";""Sung Hyon Myaeng"";""Chungnam National University""",,,,
"SIGIR;""2003"";""James P. Callan"";""Carnegie Mellon University"," USA""",,,
"SIGIR;""2003"";""Alan Smeaton"";""Dublin City University"," Ireland""",,,
"SIGIR;""2003"";""David Hawking"";""Australian National University""",,,,
"SIGIR;""2004"";""Kalervo Järvelin"";""University of Tampere", Finland James Allan, University of Massachusetts," USA""",
"SIGIR;""2004"";""Peter Bruza"";""Distributed Systems Technology Centre"," Australia""",,,
"SIGIR;""2005"";""Gary Marchionini"";""University of North Carolina", Chapel Hill," USA""",,
"SIGIR;""2005"";""Alistair Moffat"";""University of Melbourne"," Australia""",,,
"SIGIR;""2005"";""John Tait"";""University of Sunderland"," UK""",,,
"SIGIR;""2006"";""Susan Dumais"";""Microsoft Research", Redmond," USA""",,
"SIGIR;""2006"";""David Hawking"";""CSIRO ICT Centre", Canberra," AU""",,
"SIGIR;""2006"";""Kalervo Järvelin"";""University of Tampere"," Finland""",,,
"SIGIR;""2007"";""Charles L. A. Clarke"";""University of Waterloo"," Canada""",,,
"SIGIR;""2007"";""Norbert Fuhr"";""University of Duisburg-Essen"," Germany""",,,
"SIGIR;""2007"";""Noriko Kando"";""National Institute of Informatics"," Japan""",,,
"SIGIR;""2008"";""Sung Hyon Myaeng"";""Information and Communications University"," Korea""",,,
"SIGIR;""2008"";""Douglas W. Oard"";""University of Maryland", College Park," USA""",,
"SIGIR;""2008"";""Fabrizio Sebastiani 0001"";""National Council of Research"," Italy""",,,
"SIGIR;""2009"";""Mark Sanderson"";""University of Sheffield"," UK""",,,
"SIGIR;""2009"";""ChengXiang Zhai"";""University of Illinois at Urbana-Champaign"," USA""",,,
"SIGIR;""2009"";""Justin Zobel"";""University of Melbourne"," Australia""",,,
"SIGIR;""2010"";""Hsin-Hsi Chen"";""National Taiwan University", Taipei," Taiwan""",,
"SIGIR;""2010"";""Efthimis N. Efthimiadis"";""University of Washington", WA," USA""",,
"SIGIR;""2010"";""Jacques Savoy"";""University of Neuchatel"," Switzerland""",,,
"SIGIR;""2011"";""Ricardo Baeza-Yates"";""Yahoo! Research"," Spain""",,,
"SIGIR;""2011"";""Tat-Seng Chua"";""National University of Singapore""",,,,
"SIGIR;""2011"";""W. Bruce Croft"";""University of Massachusetts", Amherst," USA""",,
"SIGIR;""2012"";""James P.  Callan"";""Carnegie Mellon University"," USA""",,,
"SIGIR;""2012"";""Yoëlle S. Maarek"";""Yahoo! Research"," Israel""",,,
"SIGIR;""2012"";""Mark Sanderson"";""RMIT"," Australia""",,,
"SIGIR;""2013"";""Diane Kelly 0001"";""University of North Carolina – Chapel Hill"," USA""",,,
"SIGIR;""2013"";""Maarten de Rijke"";""University of Amsterdam"," The Netherlands""",,,
"SIGIR;""2013"";""Tetsuya Sakai"";""Microsoft Research Asia"," China""",,,
"SIGIR;""2014"";""Peter Bruza"";",,,,
"SIGIR;""2014"";""Charles L. A. Clarke"";",,,,
"SIGIR;""2014"";""Kalervo Järvelin"";",,,,
"SIGIR;""2015"";""Berthier Ribeiro-Neto"";""Google Brazil"," America""",,,
"SIGIR;""2015"";""Mounia Lalmas"";""Yahoo Labs"," Europe""",,,
"SIGIR;""2015"";""Alistair Moffat"";""Univ. of Melbourne"," Asia & Oceania""",,,
"SIGIR;""2016"";""Javed Aslam"";""Northeastern University"," US""",,,
"SIGIR;""2016"";""Ian Ruthven"";""University of Strathclyde"," UK""",,,
"SIGIR;""2016"";""Justin Zobel"";""University of Melbourne"," Australia""",,,
"SIGIR;""2017"";""Hang Li"";""Huawei Noah’s Ark Lab""",,,,
"SIGIR;""2017"";""Arjen de Vries"";""Radboud University""",,,,
"SIGIR;""2017"";""Ryen White"";""Microsoft Cortana""",,,,
"SIGIR;""2018"";""Brian Davison"";""Lehigh University""",,,,
"SIGIR;""2018"";""Emine Yilmaz"";""University College London""",,,,
"SIGIR;""2018"";""Yiqun Liu"";""Tsinghua University""",,,,
"KDD;""1995"";""Usama M. Fayyad"";""California Institute of Technology", Pasadena," USA""",,
"KDD;""1995"";""Ramasamy Uthurusamy"";""General Motors Research""",,,,
"KDD;""1996"";""Jia Wei Han"";""Simon Fraser University""",,,,
"KDD;""1996"";""Evange-los Simoudis"";""IBM Almaden Research Center""",,,,
"KDD;""1997"";""David Heckerman"";""Microsoft Research"," USA""",,,
"KDD;""1997"";""Heikki Mannila"";""University of Helsinki"," Finland""",,,
"KDD;""1997"";""Daryl Pregibon"";""AT&T Labs"," USA""",,,
"KDD;""1998"";""Rakesh Agrawal"";""IBM""",,,,
"KDD;""1998"";""Al-maden Research Center"";""San Jose"," CA""",,,
"KDD;""1998"";""Paul Stolorz"";""Jet Propulsion Laboratory",Pasadena," CA""",,
"KDD;""2000"";""Raghupathy Sivakumar"";""University of Wisconsin and QUIQ""",,,,
"KDD;""2000"";""Sal Stolfo"";""Columbia University""",,,,
"KDD;""2001"";""Foster Provost"";""New York University""",,,,
"KDD;""2001"";""Ramakrishnan Srikant"";""IBM Almaden Research Center""",,,,
"KDD;""2002"";""David Hand"";""Imperial College""",,,,
"KDD;""2002"";""Daniel Keim"";""AT&T""",,,,
"KDD;""2002"";""Raymond T. Ng"";""University of BC""",,,,
"KDD;""2003"";""Pedro Domingos"";""University of Washington"," USA""",,,
"KDD;""2003"";""Christos Faloutsos"";""Carnegie Mellon University"," USA""",,,
"KDD;""2004"";""Johannes Gehrke"";""Cornell University""",,,,
"KDD;""2004"";""William DuMouchel"";""AT&T Labs Research""",,,,
"KDD;""2006"";""Mark Craven"";""University of Wisconsin""",,,,
"KDD;""2006"";""Dimitrios Gunopulos"";""University of California"," Riverside""",,,
"KDD;""2007"";""Rich Caruana"";""Cornell University""",,,,
"KDD;""2007"";""Xindong Wu"";""University of Vermont""",,,,
"KDD;""2008"";""Bing Liu"";""University of Illinois at Chicago""",,,,
"KDD;""2008"";""Sunita Sarawagi"";""Computer Science and Engineering"," IIT Bombay""",,,
"KDD;""2009"";""Peter Flach"";""University of Bristol""",,,,
"KDD;""2009"";""Mohammed J. Zaki"";""RPI""",,,,
"KDD;""2010"";""Andrew Tomkins"";""Google""",,,,
"KDD;""2010"";""Qiang Yang 0001"";""Hong Kong UST""",,,,
"KDD;""2011"";""Joydeep Ghosh"";""UT Austin""",,,,
"KDD;""2011"";""Padhraic Smyth"";""UC Irvine""",,,,
"KDD;""2012"";""Deepak Agarwal"";""LinkedIn""",,,,
"KDD;""2012"";""Jian Pei"";""SFU""",,,,
"KDD;""2013"";""Inderjit Dhillon"";""University of Texas at Austin""",,,,
"KDD;""2013"";""Yehuda Koren"";""Google""",,,,
"KDD;""2014"";""Jure Leskovec"";""Stanford University""",,,,
"KDD;""2014"";""Wei Wang"";""UCLA""",,,,
"KDD;""2015"";""Thorsten Joachims"";""Cornell University""",,,,
"KDD;""2015"";""Geoff Webb"";""Monash University""",,,,
"KDD;""2016"";""Alex Smola"";""CMU""",,,,
"KDD;""2016"";""Charu Aggarwal"";""IBM""",,,,
"KDD;""2017"";""Ravi Kumar 0001"";""Google""",,,,
"KDD;""2017"";""Tina Eliassi-Rad"";""Northeastern University""",,,,
"KDD;""2017"";""Roberto J. Bayardo"";""Google""",,,,
"KDD;""2017"";""Charles Elkan"";""Amazon & UCSD""",,,,
"KDD;""2018"";""Chih-Jen Lin"";""National Taiwan University""",,,,
"KDD;""2018"";""Hui Xiong"";""Rutgers University / Baidu""",,,,
"KDD;""2018"";""Andrei Broder"";""Google""",,,,
"KDD;""2018"";""Myra Spiliopoulou"";""Otto-von-Guericke-University Magdeburg""",,,,
"SIGMOD;""1974"";""Randall Rustin"";""Chase Manhattan Bank"," N.A.""",,,
"SIGMOD;""1975"";""W. Frank King"";""IBM Research Laboratory""",,,,
"SIGMOD;""1976"";""James B. Rothnie"";""DOD Computer Institute""",,,,
"SIGMOD;""1977"";""Diane C. P. Smith"";""University of Utah""",,,,
"SIGMOD;""1978"";""Eugene I. Lowenthal"";""MRI Systems Corporation", Austin," Texas""",,
"SIGMOD;""1979"";""Philip A. Bernstein"";""Harvard University""",,,,
"SIGMOD;""1980"";""Peter P. Chen"";",,,,
"SIGMOD;""1981"";""Y. Edmund Lien"";""Bell Laboratories""",,,,
"SIGMOD;""1982"";""Mario Schkolnick"";""IBM Research Labs""",,,,
"SIGMOD;""1983"";""David J. DeWitt"";""University of Wisconsin-Madison""",,,,
"SIGMOD;""1983"";""Georges Gardarin"";""INRIA""",,,,
"SIGMOD;""1984"";""Beatrice Yormark"";""Yormark EnterprIses"," Inc.""",,,
"SIGMOD;""1985"";""Shamkant B. Navathe"";""University of Florida""",,,,
"SIGMOD;""1986"";""Carlo Zaniolo"";""MCC"," USA""",,,
"SIGMOD;""1987"";""Umeshwar Dayal"";""Computer Corp. of America"," USA""",,,
"SIGMOD;""1987"";""Irving L. Traiger"";""IBM Almaden Research"," USA""",,,
"SIGMOD;""1988"";""Haran Boral"";""MCC"," USA""",,,
"SIGMOD;""1988"";""Per-Åke Larson"";""University of Waterloo"," Canada""",,,
"SIGMOD;""1989"";""Bruce G. Lindsay"";""IBM"," USA""",,,
"SIGMOD;""1989"";""David Maier"";""Oregon Graduate Center"," USA""",,,
"SIGMOD;""1990"";""Hector Garcia-Molina"";""Princeton University", Princeton," NJ""",,
"SIGMOD;""1991"";""Roger King"";""University of Colorado"," USA""",,,
"SIGMOD;""1992"";""Michael Stonebraker"";""University of California"," Berkeley""",,,
"SIGMOD;""1993"";""Peter Buneman"";""University Of Pennsylvania""",,,,
"SIGMOD;""1994"";""Richard T. Snodgrass"";""University Of Arizona""",,,,
"SIGMOD;""1995"";""Michael J. Carey 0001"";""University Of Wisconsin""",,,,
"SIGMOD;""1996"";""H. V. Jagadish"";""AT&T Research""",,,,
"SIGMOD;""1997"";""Patrick Valduriez"";""INRIA""",,,,
"SIGMOD;""1998"";""Laura M. Haas"";""IBM Almaden""",,,,
"SIGMOD;""1999"";""Christos Faloutsos"";""Carnegie Mellon Univ.""",,,,
"SIGMOD;""2000"";""Jeffrey F. Naughton"";""Univ. of Wisconsin""",,,,
"SIGMOD;""2001"";""Timos K. Sellis"";""National Technical Univ. of Athens""",,,,
"SIGMOD;""2002"";""Michael J. Franklin"";""University of California"," Berkeley""",,,
"SIGMOD;""2003"";""Alon Y. Halevy"";""U Washington""",,,,
"SIGMOD;""2004"";""Gerhard Weikum"";""University of the Saarland"," Germany""",,,
"SIGMOD;""2005"";""Jennifer Widom"";""Stanford University""",,,,
"SIGMOD;""2006"";""Surajit Chaudhuri"";""Microsoft Research""",,,,
"SIGMOD;""2007"";""Beng Chin Ooi"";""National University of Singapore"," Singapore""",,,
"SIGMOD;""2008"";""Dennis Shasha"";""New York University""",,,,
"SIGMOD;""2009"";""Donald Kossmann"";""28msec & ETH Zurich""",,,,
"SIGMOD;""2010"";""Divyakant Agrawal"";""University of California at Santa Barbara""",,,,
"SIGMOD;""2011"";""Renée J. Miller"";""University of Toronto""",,,,
"SIGMOD;""2012"";""Luis Gravano"";""Columbia University"," USA""",,,
"SIGMOD;""2013"";""Dimitris Papadias"";""HKUST""",,,,
"SIGMOD;""2014"";""M. Tamer Özsu"";""University of Waterloo"," Canada""",,,
"SIGMOD;""2015"";""Susan B. Davidson"";""University of Pennsylvania"," USA""",,,
"SIGMOD;""2015"";""Zack Ives"";""University of Pennsylvania"," USA""",,,
"SIGMOD;""2016"";""Sam Madden"";""MIT"," USA""",,,
"SIGMOD;""2017"";""Dan Suciu"";""University of Washington"," USA""",,,
"SIGMOD;""2018"";""Philip Bernstein"";""Microsoft Research""",,,,
"VLDB;""1996"";""Nandlal L. Sarda"";""Indian Institute of Technology""",,,,
"VLDB;""1996"";""C. Mohan"";""IBM Almaden Research Center""",,,,
"VLDB;""1996"";""Alejandro Buchmann"";""TH Darmstadt""",,,,
"VLDB;""1997"";""Matthias Jarke"";""RWTH Aachen""",,,,
"VLDB;""1997"";""Klaus Dittrich"";""Universität Zürich""",,,,
"VLDB;""1997"";""Michael J. Carey 0001"";""IBM Almaden Research Center""",,,,
"VLDB;""1997"";""Fred Lochovsky"";""Hong Kong University of Science & Technology""",,,,
"VLDB;""1998"";""Jennifer Widom"";""Stanford University""",,,,
"VLDB;""1998"";""Oded Shmueli"";""Israel Institute of Technology""",,,,
"VLDB;""2000"";""Michael L. Brodie"";""GTE"," USA""",,,
"VLDB;""2000"";""Amr El Abbadi"";""University of California at Santa Barabara"," USA""",,,
"VLDB;""2000"";""Gunter Schlageter"";""University of Hagen"," Germany""",,,
"VLDB;""2000"";""Kyu-Young Whang"";""Korea Advanced Institute of Science and Technology"," Korea""",,,
"VLDB;""2002"";""Philip A. Bernstein"";""Microsoft Corporation"," USA""",,,
"VLDB;""2002"";""Raghupathy Sivakumar"";""University of Wisconsin", Madison," USA""",,
"VLDB;""2002"";""Yannis Ioannidis"";""University of Athens"," Greece""",,,
"VLDB;""2003"";""Johann Christoph Freytag"";""Humboldt-Universität zu Berlin"," Germany""",,,
"VLDB;""2003"";""Serge Abiteboul"";""INRIA"," France""",,,
"VLDB;""2003"";""Michael J. Carey 0001"";""BEA Systems"," USA""",,,
"VLDB;""2004"";""M. Tamer Özsu"";""University of Waterloo"," Canada""",,,
"VLDB;""2004"";""Donald Kossmann"";""University of Heidelberg"," Germany""",,,
"VLDB;""2004"";""Renée Miller"";""University of Toronto"," Canad""",,,
"VLDB;""2005"";""Martin Kersten"";""CWI"," Netherlands.""",,,
"VLDB;""2005"";""Laura Haas"";""IBM Silicon Valley Laboratory"," USA.""",,,
"VLDB;""2006"";""Hongjun Lu"";""HKUST", China," in memoriam""",,
"VLDB;""2006"";""Umeshwar Dayal"";""HP Labs"," USA""",,,
"VLDB;""2006"";""David Lomet"";""Microsoft"," USA""",,,
"VLDB;""2006"";""Gustavo Alonso"";""ETH"," Switzerland""",,,
"VLDB;""2007"";""Johannes Gehrke"";""Cornell University"," USA""",,,
"VLDB;""2007"";""Minos Garofalakis"";""Yahoo! Research and UC Berkeley"," USA""",,,
"VLDB;""2007"";""Divesh Srivastava"";""AT&T Labs Research"," USA""",,,
"VLDB;""2009"";""Serge Abiteboul"";""INRIA Saclay""",,,,
"VLDB;""2009"";""Jignesh M. Patel"";""Univ. Wisconsin""",,,,
"VLDB;""2009"";""Tova Milo"";""Tel Aviv Univ.""",,,,
"VLDB;""2010"";""Elisa Bertino"";""Purdue University"," USA""",,,
"VLDB;""2010"";""Kian Lee Tan"";""National University of Singapore"," Singapore""",,,
"VLDB;""2010"";""Paolo Atzeni"";""Università Roma Tre"," Italy""",,,
"VLDB;""2011"";""Joseph M. Hellerstein"";""University of California - Berkeley""",,,,
"VLDB;""2011"";""José A. Blakeley"";""Microsoft""",,,,
"VLDB;""2011"";""Nick Koudas"";""University of Toronto and Sysomos Inc.""",,,,
"VLDB;""2011"";""Wolfgang Lehner"";""Dresden U of Technology""",,,,
"VLDB;""2011"";""Sunita Sarawagi"";""IIT Bombay""",,,,
"VLDB;""2012"";""Z. Meral Özsoyoglu"";""Case Western Reserve University"," USA""",,,
"VLDB;""2012"";""Ugur Çetintemel"";""Brown University"," USA""",,,
"VLDB;""2012"";""Nilesh Dalvi"";""Yahoo Research""",,,,
"VLDB;""2012"";""Henry F. Korth"";""Lehigh University"," USA""",,,
"VLDB;""2012"";""Anthony K. H. Tung"";""National University of Singapore"," Singapore""",,,
"VLDB;""2013"";""Michael Böhlen"";""University of Zurich""",,,,
"VLDB;""2013"";""Christoph Koch"";""EPFL""",,,,
"VLDB;""2014"";""H. V. Jagadish"";""University of Michigan""",,,,
"VLDB;""2014"";""Aoying Zhou"";""East Normal University"," China""",,,
"VLDB;""2015"";""Chen Li"";""UC Irvine""",,,,
"VLDB;""2015"";""Volker Markl"";""TU Berlin""",,,,
"VLDB;""2016"";""Surajit Chaudhuri"";""Microsoft Research"," USA""",,,
"VLDB;""2016"";""Jayant Haritsa"";""IISc Bangalore"," India""",,,
"VLDB;""2017"";""Peter Boncz"";""CWI""",,,,
"VLDB;""2017"";""Ken Salem"";""U Waterloo""",,,,
"VLDB;""2018"";""Jian Pei"";""Simon Fraser University""",,,,
"VLDB;""2018"";""Sihem Amer-Yahia"";""University of Grenoble Alpes"," CNRS""",,,
"MM;""2005"";""Ralf Steinmetz"";""Darmstadt Univ."," Germany""",,,
"MM;""2005"";""Mohan Kankanhalli"";""National Univ. of Singapore""",,,,
"MM;""2005"";""Lynn Wilcox"";""FX Pal"," USA""",,,
"MM;""2007"";""Alan Hanjalic"";""TU Delft""",,,,
"MM;""2007"";""Sunghyun Choi"";""Seoul National University""",,,,
"MM;""2007"";""Brian Bailey"";""UIUC""",,,,
"MM;""2007"";""Nicu Sebe"";""University Amsterdam""",,,,
"MM;""2008"";""Carsten Griwodz"";""Univ. of Oslo""",,,,
"MM;""2008"";""Alberto Del Bimbo"";""Univ. degli Studi di Firenze""",,,,
"MM;""2008"";""K. Selcuk Candan"";""Arizona State Univ.""",,,,
"MM;""2008"";""Alejandro Jaimes"";""Telefonica R&D", Madrid," Spain""",,
"MM;""2009"";""Qi Tian"";""University of Texas at San Antonio"," USA""",,,
